time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640006104130,145,95,50,0.8223684210526315,10270
1640006104136,132,79,53,0.9889240506329113,7383
1640006104137,141,92,49,0.8491847826086957,6294
1640006104138,132,84,48,0.9300595238095237,4422
1640006104138,154,108,46,0.7233796296296297,5823
1640006104139,132,81,51,0.9645061728395061,3924
1640006104139,124,78,46,1.001602564102564,5015
1640006104140,129,80,49,0.9765625,6075
1640006104140,143,95,48,0.8223684210526315,6976
1640006104141,133,81,52,0.9645061728395061,3435
1640006104141,137,89,48,0.877808988764045,5321
1640006104142,118,70,48,1.1160714285714284,5802
1640006104142,140,92,48,0.8491847826086957,5796
1640006104143,157,108,49,0.7233796296296297,7460
1640006104143,150,98,52,0.7971938775510203,3720
1640006104144,157,106,51,0.7370283018867925,2067
1640006104144,156,106,50,0.7370283018867925,1972
1640006104145,132,81,51,0.9645061728395061,1469
1640006104145,149,98,51,0.7971938775510203,3845
1640006104146,139,87,52,0.8979885057471265,6784
1640006104148,135,87,48,0.8979885057471265,6893
1640006104148,125,73,52,1.0702054794520548,10270
1640006104149,151,97,54,0.8054123711340206,9199
1640006104150,140,88,52,0.8877840909090909,9199
1640006104150,126,79,47,0.9889240506329113,7031
1640006104151,123,76,47,1.0279605263157896,6304
1640006104152,121,70,51,1.1160714285714284,7405
1640006104152,115,67,48,1.1660447761194028,8529
1640006104153,144,96,48,0.8138020833333334,10270
1640006104153,135,86,49,0.9084302325581396,7740
1640006104154,131,79,52,0.9889240506329113,5627
1640006104154,139,87,52,0.8979885057471265,8350
1640006104155,159,108,51,0.7233796296296297,6245
1640006104155,147,96,51,0.8138020833333334,7816
1640006104156,141,91,50,0.8585164835164836,5459
1640006104156,125,77,48,1.0146103896103895,5459
1640006104157,144,92,52,0.8491847826086957,7148
1640006104158,139,88,51,0.8877840909090909,4216
1640006104158,138,89,49,0.877808988764045,3481
1640006104159,131,81,50,0.9645061728395061,4978
1640006104159,144,91,53,0.8585164835164836,7247
1640006104160,132,82,50,0.9527439024390244,4228
1640006104160,139,88,51,0.8877840909090909,4228
1640006104161,136,88,48,0.8877840909090909,5456
1640006104161,133,83,50,0.9412650602409638,6970
1640006104162,128,80,48,0.9765625,4924
1640006104162,144,94,50,0.8311170212765957,7053
1640006104163,132,82,50,0.9527439024390244,6095
1640006104163,134,87,47,0.8979885057471265,5506
1640006104164,127,82,45,0.9527439024390244,6578
1640006104164,127,76,51,1.0279605263157896,5353
1640006104165,138,88,50,0.8877840909090909,4727
1640006104165,135,84,51,0.9300595238095237,8131
1640006104166,126,77,49,1.0146103896103895,5361
1640006104166,150,98,52,0.7971938775510203,7571
1640006104167,130,81,49,0.9645061728395061,4880
1640006104167,123,74,49,1.0557432432432432,4615
1640006104168,125,75,50,1.0416666666666667,7504
1640006104168,154,97,57,0.8054123711340206,6620
1640006104169,128,78,50,1.001602564102564,5681
1640006104170,138,89,49,0.877808988764045,5758
1640006104170,127,78,49,1.001602564102564,5758
1640006104171,137,89,48,0.877808988764045,6005
1640006104171,130,82,48,0.9527439024390244,7645
1640006104172,140,92,48,0.8491847826086957,6305
1640006104172,131,80,51,0.9765625,5107
1640006104173,127,80,47,0.9765625,5107
1640006104173,135,88,47,0.8877840909090909,5107
1640006104174,130,71,59,1.1003521126760565,7305
1640006104174,134,81,53,0.9645061728395061,8277
1640006104175,134,83,51,0.9412650602409638,6762
1640006104175,136,88,48,0.8877840909090909,6762
1640006104176,131,82,49,0.9527439024390244,4797
1640006104176,127,79,48,0.9889240506329113,5745
1640006104177,140,84,56,0.9300595238095237,8094
1640006104177,129,77,52,1.0146103896103895,8065
1640006104178,147,96,51,0.8138020833333334,4609
1640006104178,129,77,52,1.0146103896103895,4210
1640006104179,117,70,47,1.1160714285714284,8545
1640006104179,148,96,52,0.8138020833333334,7704
1640006104180,123,72,51,1.0850694444444444,7336
1640006104180,125,75,50,1.0416666666666667,8302
1640006104181,115,67,48,1.1660447761194028,8653
1640006104181,123,72,51,1.0850694444444444,10046
1640006104182,113,66,47,1.183712121212121,10270
1640006104182,136,89,47,0.877808988764045,10270
1640006104183,126,77,49,1.0146103896103895,9273
1640006104183,128,75,53,1.0416666666666667,7878
1640006104184,136,89,47,0.877808988764045,6112
1640006104184,117,71,46,1.1003521126760565,6148
1640006104185,129,84,45,0.9300595238095237,8768
1640006104185,147,97,50,0.8054123711340206,7825
1640006104186,136,88,48,0.8877840909090909,5396
1640006104186,122,72,50,1.0850694444444444,6061
1640006104187,130,76,54,1.0279605263157896,6928
1640006104187,120,70,50,1.1160714285714284,8143
1640006104188,137,83,54,0.9412650602409638,8712
1640006104188,123,70,53,1.1160714285714284,7309
1640006104189,118,71,47,1.1003521126760565,8559
