time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640007846906,455,417,38,3.747002398081535,8398
1640007846917,357,319,38,4.898119122257053,10737
1640007846919,314,275,39,5.681818181818182,7061
1640007846920,292,252,40,6.200396825396825,6115
1640007846921,281,246,35,6.3516260162601625,9686
1640007846921,338,303,35,5.156765676567657,10846
1640007846922,335,300,35,5.208333333333334,8021
1640007846923,351,309,42,5.05663430420712,8449
1640007846924,365,328,37,4.763719512195122,7903
1640007846925,552,515,37,3.0339805825242716,7879
1640007846926,307,274,33,5.702554744525547,65401
1640007846927,285,249,36,6.275100401606426,12531
1640007846928,336,296,40,5.278716216216217,7965
1640007846929,592,557,35,2.805206463195691,9347
1640007846930,320,280,40,5.580357142857142,6411
1640007846930,355,323,32,4.837461300309597,9526
1640007846931,548,515,33,3.0339805825242716,6619
1640007846932,385,346,39,4.515895953757226,6668
1640007846933,521,480,41,3.2552083333333335,7397
1640007846933,344,307,37,5.08957654723127,2246
1640007846934,402,366,36,4.26912568306011,6793
1640007846935,322,285,37,5.482456140350878,7321
1640007846935,381,346,35,4.515895953757226,8632
1640007846936,305,267,38,5.8520599250936325,8885
1640007846937,752,717,35,2.179218967921897,9434
1640007846937,253,217,36,7.200460829493087,9911
1640007846938,325,291,34,5.369415807560138,10582
1640007846939,620,582,38,2.684707903780069,7268
1640007846939,333,298,35,5.243288590604027,5453
1640007846940,248,215,33,7.267441860465117,8691
1640007846941,305,265,40,5.89622641509434,17621
1640007846941,328,293,35,5.332764505119454,7074
1640007846942,375,337,38,4.636498516320475,9433
1640007846943,307,273,34,5.723443223443223,8108
1640007846943,288,251,37,6.225099601593626,14125
1640007846944,381,344,37,4.542151162790698,11246
1640007846945,487,447,40,3.495525727069351,8687
1640007846945,354,319,35,4.898119122257053,5046
1640007846946,408,368,40,4.2459239130434785,6650
1640007846947,470,429,41,3.6421911421911424,4489
1640007846947,434,395,39,3.9556962025316453,3477
1640007846948,297,262,35,5.963740458015267,10038
1640007846948,351,313,38,4.992012779552716,11695
1640007846949,289,256,33,6.103515625,12300
1640007846950,272,235,37,6.6489361702127665,7948
1640007846950,288,253,35,6.175889328063241,9136
1640007846951,294,256,38,6.103515625,9405
1640007846951,313,274,39,5.702554744525547,14247
1640007846952,304,268,36,5.830223880597015,10767
1640007846952,384,346,38,4.515895953757226,9139
1640007846953,321,286,35,5.463286713286713,7569
1640007846953,373,335,38,4.664179104477611,4002
1640007846954,387,351,36,4.451566951566952,4688
1640007846954,358,320,38,4.8828125,8388
1640007846955,340,302,38,5.173841059602649,3253
1640007846955,309,270,39,5.787037037037036,4777
1640007846956,310,274,36,5.702554744525547,14389
1640007846956,319,284,35,5.501760563380282,8591
1640007846957,403,370,33,4.222972972972973,9138
1640007846957,378,342,36,4.568713450292397,8181
1640007846958,318,282,36,5.540780141843972,7009
1640007846958,375,335,40,4.664179104477611,7484
1640007846959,345,307,38,5.08957654723127,7619
1640007846959,279,245,34,6.377551020408164,10632
1640007846960,314,277,37,5.640794223826714,11631
1640007846960,316,278,38,5.620503597122302,8654
1640007846961,358,320,38,4.8828125,9328
1640007846961,326,291,35,5.369415807560138,6427
1640007846962,389,349,40,4.477077363896848,7666
1640007846962,287,251,36,6.225099601593626,5642
1640007846963,273,238,35,6.565126050420169,12255
1640007846963,321,283,38,5.521201413427562,8003
1640007846964,272,234,38,6.677350427350427,10551
1640007846964,311,278,33,5.620503597122302,10553
1640007846965,293,257,36,6.07976653696498,9526
1640007846965,297,260,37,6.009615384615384,12356
1640007846966,352,314,38,4.976114649681529,8286
1640007846966,295,258,37,6.0562015503875966,11036
1640007846967,318,282,36,5.540780141843972,9125
1640007846967,294,262,32,5.963740458015267,10160
1640007846968,315,276,39,5.661231884057971,11794
1640007846968,336,300,36,5.208333333333334,6092
1640007846969,464,424,40,3.6851415094339623,8069
1640007846969,459,422,37,3.7026066350710902,5749
1640007846970,288,250,38,6.25,5551
1640007846970,282,243,39,6.4300411522633745,9263
1640007846971,285,248,37,6.300403225806452,12513
1640007846971,295,258,37,6.0562015503875966,12047
1640007846972,292,257,35,6.07976653696498,9711
1640007846972,346,312,34,5.00801282051282,8586
1640007846973,320,282,38,5.540780141843972,9339
1640007846973,288,249,39,6.275100401606426,8416
1640007846973,299,261,38,5.986590038314176,7909
1640007846974,328,291,37,5.369415807560138,11570
1640007846974,350,309,41,5.05663430420712,8253
1640007846975,405,371,34,4.211590296495957,8344
1640007846975,272,237,35,6.5928270042194095,5817
1640007846976,303,262,41,5.963740458015267,12216
1640007846976,467,429,38,3.6421911421911424,9670
