time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640005529145,128,91,37,1.7170329670329672,9560
1640005529150,134,95,39,1.644736842105263,9560
1640005529152,144,100,44,1.5625,8723
1640005529153,135,98,37,1.5943877551020407,6115
1640005529154,169,128,41,1.220703125,8615
1640005529155,139,97,42,1.6108247422680413,5051
1640005529157,138,98,40,1.5943877551020407,6606
1640005529158,150,112,38,1.3950892857142856,6418
1640005529159,138,98,40,1.5943877551020407,5822
1640005529160,135,99,36,1.5782828282828283,7572
1640005529162,146,106,40,1.474056603773585,5303
1640005529163,146,105,41,1.4880952380952381,7517
1640005529164,145,109,36,1.43348623853211,5007
1640005529165,145,104,41,1.5024038461538463,6637
1640005529166,131,94,37,1.6622340425531914,6216
1640005529167,128,89,39,1.75561797752809,6604
1640005529169,137,93,44,1.6801075268817205,6604
1640005529170,137,90,47,1.7361111111111112,11187
1640005529171,139,98,41,1.5943877551020407,12368
1640005529172,132,89,43,1.75561797752809,11976
1640005529173,144,104,40,1.5024038461538463,11976
1640005529174,135,95,40,1.644736842105263,7792
1640005529175,136,98,38,1.5943877551020407,12173
1640005529175,142,105,37,1.4880952380952381,9215
1640005529176,130,91,39,1.7170329670329672,7811
1640005529177,136,99,37,1.5782828282828283,7811
1640005529178,139,102,37,1.5318627450980393,11736
1640005529179,147,107,40,1.4602803738317758,12977
1640005529180,140,99,41,1.5782828282828283,12815
1640005529181,130,87,43,1.795977011494253,12815
1640005529181,136,95,41,1.644736842105263,12815
1640005529182,141,103,38,1.516990291262136,10083
1640005529183,146,108,38,1.4467592592592593,12744
1640005529184,131,91,40,1.7170329670329672,11249
1640005529185,141,102,39,1.5318627450980393,8188
1640005529185,140,100,40,1.5625,8170
1640005529186,133,93,40,1.6801075268817205,9493
1640005529187,130,92,38,1.6983695652173914,8582
1640005529188,139,100,39,1.5625,9500
1640005529189,146,107,39,1.4602803738317758,9500
1640005529189,131,92,39,1.6983695652173914,7052
1640005529190,123,85,38,1.838235294117647,10177
1640005529191,137,95,42,1.644736842105263,11705
1640005529191,123,83,40,1.8825301204819276,11705
1640005529192,139,103,36,1.516990291262136,10726
1640005529193,135,97,38,1.6108247422680413,13522
1640005529193,138,98,40,1.5943877551020407,8424
1640005529194,136,99,37,1.5782828282828283,9161
1640005529195,159,120,39,1.3020833333333335,9161
1640005529195,140,97,43,1.6108247422680413,5768
1640005529196,125,90,35,1.7361111111111112,7391
1640005529196,159,115,44,1.358695652173913,9050
1640005529197,132,92,40,1.6983695652173914,4180
1640005529198,129,90,39,1.7361111111111112,8216
1640005529198,128,91,37,1.7170329670329672,7020
1640005529199,130,86,44,1.8168604651162792,7020
1640005529199,135,99,36,1.5782828282828283,12155
1640005529200,132,95,37,1.644736842105263,12841
1640005529201,133,94,39,1.6622340425531914,9876
1640005529201,157,118,39,1.3241525423728815,11171
1640005529202,142,97,45,1.6108247422680413,8163
1640005529202,142,103,39,1.516990291262136,7337
1640005529203,141,102,39,1.5318627450980393,6321
1640005529204,135,95,40,1.644736842105263,4997
1640005529204,148,110,38,1.4204545454545454,10424
1640005529205,135,96,39,1.6276041666666667,11499
1640005529205,141,96,45,1.6276041666666667,9480
1640005529206,159,115,44,1.358695652173913,11056
1640005529207,136,96,40,1.6276041666666667,8130
1640005529207,151,107,44,1.4602803738317758,12183
1640005529208,135,95,40,1.644736842105263,5819
1640005529208,132,94,38,1.6622340425531914,7572
1640005529209,143,105,38,1.4880952380952381,7943
1640005529210,142,98,44,1.5943877551020407,5947
1640005529210,149,112,37,1.3950892857142856,7881
1640005529211,143,103,40,1.516990291262136,7122
1640005529211,133,92,41,1.6983695652173914,7636
1640005529212,135,96,39,1.6276041666666667,7835
1640005529212,154,113,41,1.3827433628318584,8105
1640005529213,154,114,40,1.3706140350877192,9732
1640005529214,145,102,43,1.5318627450980393,6003
1640005529214,173,132,41,1.183712121212121,5789
1640005529215,140,98,42,1.5943877551020407,5749
1640005529215,135,97,38,1.6108247422680413,7845
1640005529216,138,91,47,1.7170329670329672,7497
1640005529216,186,140,46,1.1160714285714284,9468
1640005529217,132,97,35,1.6108247422680413,10500
1640005529218,143,106,37,1.474056603773585,10742
1640005529218,142,101,41,1.5470297029702968,9033
1640005529219,134,93,41,1.6801075268817205,8215
1640005529220,136,99,37,1.5782828282828283,9676
1640005529220,137,95,42,1.644736842105263,9726
1640005529221,190,150,40,1.0416666666666667,11145
1640005529221,146,103,43,1.516990291262136,10583
1640005529222,147,106,41,1.474056603773585,9016
1640005529223,151,110,41,1.4204545454545454,6322
1640005529223,137,98,39,1.5943877551020407,12808
1640005529224,136,94,42,1.6622340425531914,12808
1640005529224,127,88,39,1.7755681818181819,13584
