time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640001267323,84,47,37,8.311170212765957,17125
1640001267327,62,27,35,14.467592592592593,18061
1640001267329,224,185,39,2.1114864864864864,17952
1640001267330,101,65,36,6.009615384615384,7399
1640001267332,94,56,38,6.975446428571429,223122
1640001267333,65,30,35,13.020833333333334,235747
1640001267335,146,107,39,3.6507009345794392,237809
1640001267336,85,44,41,8.87784090909091,230189
1640001267337,97,61,36,6.403688524590164,280694
1640001267338,69,32,37,12.20703125,273041
1640001267340,79,40,39,9.765625,309151
1640001267341,81,44,37,8.87784090909091,342896
1640001267342,72,34,38,11.488970588235293,308290
1640001267343,75,34,41,11.488970588235293,361790
1640001267345,63,28,35,13.950892857142858,364109
1640001267346,57,17,40,22.977941176470587,388016
1640001267347,69,33,36,11.837121212121211,383365
1640001267348,132,87,45,4.489942528735632,445792
1640001267350,52,14,38,27.901785714285715,356984
1640001267351,53,17,36,22.977941176470587,436670
1640001267352,68,29,39,13.469827586206895,406569
1640001267353,63,19,44,20.55921052631579,381815
1640001267354,73,35,38,11.160714285714285,381505
1640001267355,82,45,37,8.680555555555555,257015
1640001267356,85,43,42,9.084302325581396,456059
1640001267357,71,27,44,14.467592592592593,374545
1640001267358,65,23,42,16.983695652173914,384104
1640001267359,55,19,36,20.55921052631579,372347
1640001267360,99,55,44,7.1022727272727275,377438
1640001267360,77,38,39,10.279605263157896,379490
1640001267361,74,42,32,9.300595238095237,360350
1640001267362,78,34,44,11.488970588235293,369992
1640001267363,64,24,40,16.276041666666668,336014
1640001267364,69,24,45,16.276041666666668,395745
1640001267365,81,42,39,9.300595238095237,401030
1640001267366,85,46,39,8.491847826086957,362678
1640001267367,76,34,42,11.488970588235293,381332
1640001267368,80,36,44,10.850694444444445,350846
1640001267368,78,32,46,12.20703125,301098
1640001267369,73,28,45,13.950892857142858,418586
1640001267370,54,14,40,27.901785714285715,372818
1640001267371,66,28,38,13.950892857142858,314919
1640001267372,60,18,42,21.70138888888889,405973
1640001267372,58,18,40,21.70138888888889,457469
1640001267373,52,12,40,32.552083333333336,20510
1640001267374,94,52,42,7.512019230769231,20510
1640001267375,61,20,41,19.53125,20510
1640001267376,71,33,38,11.837121212121211,20510
1640001267376,78,39,39,10.01602564102564,20510
1640001267377,70,34,36,11.488970588235293,20510
1640001267378,65,26,39,15.024038461538462,20510
1640001267379,81,40,41,9.765625,20510
1640001267379,77,36,41,10.850694444444445,357483
1640001267380,60,21,39,18.601190476190474,354230
1640001267381,64,20,44,19.53125,371091
1640001267382,64,25,39,15.625,401660
1640001267382,70,28,42,13.950892857142858,412562
1640001267383,70,30,40,13.020833333333334,427235
1640001267384,53,15,38,26.041666666666668,408655
1640001267384,63,19,44,20.55921052631579,406122
1640001267385,68,32,36,12.20703125,440072
1640001267386,71,29,42,13.469827586206895,439500
1640001267387,64,23,41,16.983695652173914,354878
1640001267388,86,42,44,9.300595238095237,484190
1640001267388,55,18,37,21.70138888888889,20510
1640001267389,58,19,39,20.55921052631579,20510
1640001267390,71,32,39,12.20703125,20510
1640001267391,67,32,35,12.20703125,20510
1640001267391,76,34,42,11.488970588235293,20510
1640001267392,70,29,41,13.469827586206895,20510
1640001267393,62,23,39,16.983695652173914,20510
1640001267393,83,42,41,9.300595238095237,20510
1640001267394,68,31,37,12.600806451612904,394487
1640001267395,64,22,42,17.75568181818182,364904
1640001267395,71,34,37,11.488970588235293,308870
1640001267396,51,16,35,24.4140625,363390
1640001267397,71,32,39,12.20703125,417263
1640001267398,60,18,42,21.70138888888889,427670
1640001267398,68,25,43,15.625,439929
1640001267399,52,16,36,24.4140625,453184
1640001267400,69,28,41,13.950892857142858,473928
1640001267401,70,28,42,13.950892857142858,432020
1640001267401,98,58,40,6.7349137931034475,429410
1640001267402,76,37,39,10.557432432432433,417851
1640001267403,58,23,35,16.983695652173914,373694
1640001267403,65,27,38,14.467592592592593,445942
1640001267404,63,19,44,20.55921052631579,428580
1640001267405,67,30,37,13.020833333333334,450060
1640001267405,61,24,37,16.276041666666668,476738
1640001267406,62,19,43,20.55921052631579,441134
1640001267407,92,51,41,7.659313725490197,375254
1640001267407,64,26,38,15.024038461538462,374545
1640001267408,72,32,40,12.20703125,383055
1640001267409,59,22,37,17.75568181818182,342590
1640001267410,76,36,40,10.850694444444445,396198
1640001267410,77,34,43,11.488970588235293,411784
1640001267411,70,27,43,14.467592592592593,361310
1640001267412,50,9,41,43.40277777777778,400610
1640001267412,84,42,42,9.300595238095237,20510
