time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640002098953,428,383,45,10.199086161879896,18611
1640002098956,405,363,42,10.761019283746556,17984
1640002098957,309,261,48,14.96647509578544,19281
1640002098958,326,283,43,13.803003533568907,20510
1640002098959,283,237,46,16.482067510548525,20510
1640002098960,330,283,47,13.803003533568907,20510
1640002098960,373,327,46,11.94571865443425,17123
1640002098961,299,256,43,15.2587890625,20510
1640002098962,296,252,44,15.500992063492063,20510
1640002098962,262,217,45,18.00115207373272,20510
1640002098963,404,362,42,10.790745856353592,20510
1640002098964,246,199,47,19.62939698492462,20510
1640002098964,253,211,42,18.51303317535545,20510
1640002098965,281,236,45,16.551906779661017,20510
1640002098966,512,466,46,8.382510729613733,20510
1640002098966,662,620,42,6.300403225806452,1147
1640002098967,461,417,44,9.367505995203837,7608
1640002098967,350,304,46,12.849506578947368,20510
1640002098968,379,330,49,11.837121212121211,20510
1640002098969,321,271,50,14.41420664206642,20510
1640002098969,312,271,41,14.41420664206642,20510
1640002098970,306,260,46,15.024038461538462,20510
1640002098971,332,287,45,13.61062717770035,20510
1640002098972,320,277,43,14.101985559566785,20510
1640002098972,327,284,43,13.754401408450706,20510
1640002098973,354,310,44,12.600806451612904,20510
1640002098973,333,288,45,13.563368055555557,20510
1640002098974,353,307,46,12.723941368078176,20510
1640002098974,330,286,44,13.658216783216785,10224
1640002098975,328,286,42,13.658216783216785,20510
1640002098975,370,325,45,12.019230769230768,20510
1640002098976,307,259,48,15.082046332046332,14160
1640002098976,306,262,44,14.909351145038167,20510
1640002098977,265,219,46,17.83675799086758,20510
1640002098977,275,230,45,16.983695652173914,20510
1640002098978,346,301,45,12.977574750830565,19754
1640002098978,533,485,48,8.054123711340207,20510
1640002098979,349,305,44,12.807377049180328,20510
1640002098979,292,249,43,15.687751004016064,20510
1640002098980,303,256,47,15.2587890625,20510
1640002098980,362,317,45,12.322555205047319,20510
1640002098981,383,339,44,11.522861356932152,20510
1640002098981,385,341,44,11.455278592375366,20510
1640002098982,371,328,43,11.909298780487804,20510
1640002098982,449,404,45,9.668935643564355,20056
1640002098983,269,224,45,17.43861607142857,11494
1640002098983,362,318,44,12.28380503144654,20510
1640002098984,346,300,46,13.020833333333334,20510
1640002098984,343,300,43,13.020833333333334,20510
1640002098985,367,322,45,12.131211180124224,20510
1640002098985,305,260,45,15.024038461538462,19749
1640002098986,298,252,46,15.500992063492063,20510
1640002098986,306,259,47,15.082046332046332,20510
1640002098987,310,264,46,14.796401515151514,20510
1640002098987,315,272,43,14.361213235294116,20510
1640002098988,332,287,45,13.61062717770035,20510
1640002098989,288,245,43,15.943877551020408,20510
1640002098989,297,250,47,15.625,20510
1640002098990,379,334,45,11.695359281437126,20510
1640002098990,357,311,46,12.560289389067524,20510
1640002098991,314,270,44,14.467592592592592,20510
1640002098991,352,305,47,12.807377049180328,18923
1640002098992,509,461,48,8.473427331887201,20510
1640002098992,300,255,45,15.318627450980392,8493
1640002098993,458,411,47,9.504257907542579,20510
1640002098993,305,258,47,15.140503875968992,20510
1640002098993,372,327,45,11.94571865443425,20510
1640002098994,311,266,45,14.685150375939848,20510
1640002098994,332,283,49,13.803003533568907,20510
1640002098995,309,263,46,14.852661596958175,20510
1640002098995,340,295,45,13.241525423728815,20510
1640002098996,333,290,43,13.469827586206897,20510
1640002098996,278,234,44,16.693376068376068,20510
1640002098997,284,241,43,16.20850622406639,20510
1640002098997,310,261,49,14.96647509578544,20510
1640002098998,411,364,47,10.731456043956044,20510
1640002098998,286,242,44,16.141528925619834,19448
1640002098999,303,263,40,14.852661596958175,20510
1640002098999,288,242,46,16.141528925619834,20510
1640002099000,283,241,42,16.20850622406639,20510
1640002099000,273,229,44,17.057860262008735,20510
1640002099001,257,214,43,18.253504672897197,20510
1640002099001,335,285,50,13.706140350877194,20510
1640002099002,319,275,44,14.204545454545453,20510
1640002099002,324,276,48,14.153079710144926,20510
1640002099003,320,275,45,14.204545454545453,20510
1640002099003,272,225,47,17.36111111111111,20510
1640002099003,303,260,43,15.024038461538462,20510
1640002099004,285,239,46,16.344142259414227,20510
1640002099004,291,247,44,15.814777327935223,20510
1640002099005,334,283,51,13.803003533568907,20510
1640002099005,334,288,46,13.563368055555557,19594
1640002099006,310,264,46,14.796401515151514,20510
1640002099006,289,242,47,16.141528925619834,20510
1640002099007,311,266,45,14.685150375939848,20510
1640002099007,311,270,41,14.467592592592592,20510
1640002099008,314,268,46,14.575559701492537,20510
1640002099008,267,223,44,17.516816143497756,20510
1640002099009,293,249,44,15.687751004016064,20510
