time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640001959595,228,182,46,4.292582417582418,15538
1640001959597,196,150,46,5.208333333333334,3789
1640001959598,154,107,47,7.3014018691588785,12270
1640001959598,157,116,41,6.7349137931034475,12344
1640001959599,172,126,46,6.200396825396825,5805
1640001959600,195,152,43,5.139802631578948,10179
1640001959601,204,163,41,4.792944785276074,10368
1640001959602,167,125,42,6.25,10338
1640001959603,153,111,42,7.038288288288288,10084
1640001959604,147,103,44,7.58495145631068,11530
1640001959604,129,83,46,9.412650602409638,10901
1640001959605,150,107,43,7.3014018691588785,7395
1640001959606,146,100,46,7.8125,17244
1640001959606,127,84,43,9.300595238095237,15985
1640001959607,148,100,48,7.8125,15370
1640001959607,121,77,44,10.146103896103897,9338
1640001959608,186,144,42,5.425347222222222,6551
1640001959609,127,83,44,9.412650602409638,12562
1640001959609,193,149,44,5.243288590604027,9226
1640001959610,168,125,43,6.25,10712
1640001959610,140,98,42,7.971938775510203,12358
1640001959611,114,69,45,11.322463768115941,15180
1640001959611,95,53,42,14.74056603773585,18450
1640001959612,110,66,44,11.837121212121211,19920
1640001959612,286,240,46,3.2552083333333335,19158
1640001959613,168,126,42,6.200396825396825,5753
1640001959614,125,82,43,9.527439024390244,8693
1640001959614,194,146,48,5.351027397260275,17688
1640001959615,187,147,40,5.3146258503401365,10607
1640001959616,137,95,42,8.223684210526315,9189
1640001959616,213,166,47,4.706325301204819,12515
1640001959617,149,102,47,7.659313725490197,16904
1640001959618,143,96,47,8.138020833333334,14996
1640001959618,159,116,43,6.7349137931034475,16506
1640001959620,152,109,43,7.16743119266055,14423
1640001959621,164,119,45,6.565126050420169,12573
1640001959623,172,127,45,6.1515748031496065,12662
1640001959624,169,125,44,6.25,9007
1640001959625,123,81,42,9.645061728395062,10868
1640001959627,162,114,48,6.853070175438596,15289
1640001959627,143,97,46,8.054123711340205,14285
1640001959628,139,95,44,8.223684210526315,13426
1640001959629,130,87,43,8.979885057471265,15005
1640001959630,114,70,44,11.160714285714285,11953
1640001959630,129,82,47,9.527439024390244,14422
1640001959631,125,82,43,9.527439024390244,16161
1640001959631,122,79,43,9.889240506329115,18826
1640001959632,191,149,42,5.243288590604027,15404
1640001959633,154,107,47,7.3014018691588785,15843
1640001959633,123,82,41,9.527439024390244,11677
1640001959634,112,69,43,11.322463768115941,16549
1640001959634,121,76,45,10.279605263157896,20094
1640001959635,153,105,48,7.440476190476191,16905
1640001959635,126,80,46,9.765625,13703
1640001959636,123,77,46,10.146103896103897,16503
1640001959636,122,76,46,10.279605263157896,17672
1640001959637,119,73,46,10.70205479452055,14747
1640001959638,105,61,44,12.807377049180328,17687
1640001959638,117,72,45,10.850694444444445,20510
1640001959639,182,135,47,5.787037037037036,15875
1640001959639,154,106,48,7.370283018867925,12019
1640001959640,125,82,43,9.527439024390244,12234
1640001959640,148,100,48,7.8125,15597
1640001959641,131,86,45,9.084302325581396,10914
1640001959641,134,92,42,8.491847826086957,13633
1640001959642,172,127,45,6.1515748031496065,13921
1640001959642,152,107,45,7.3014018691588785,11974
1640001959643,143,98,45,7.971938775510203,11736
1640001959643,146,103,43,7.58495145631068,13781
1640001959644,152,112,40,6.975446428571429,12185
1640001959644,177,134,43,5.830223880597015,12049
1640001959645,141,101,40,7.735148514851485,9952
1640001959645,132,85,47,9.191176470588236,12289
1640001959646,125,81,44,9.645061728395062,13197
1640001959646,131,88,43,8.87784090909091,12607
1640001959647,124,81,43,9.645061728395062,16410
1640001959647,130,83,47,9.412650602409638,15458
1640001959648,146,103,43,7.58495145631068,13904
1640001959649,164,124,40,6.300403225806452,14524
1640001959649,244,199,45,3.9258793969849246,13763
1640001959650,182,140,42,5.580357142857142,5974
1640001959650,131,87,44,8.979885057471265,10173
1640001959651,144,100,44,7.8125,11066
1640001959651,132,93,39,8.400537634408602,10837
1640001959652,176,133,43,5.874060150375939,13979
1640001959652,175,129,46,6.0562015503875966,8538
1640001959653,131,91,40,8.585164835164836,12131
1640001959653,132,85,47,9.191176470588236,14071
1640001959654,128,80,48,9.765625,14427
1640001959655,140,95,45,8.223684210526315,17545
1640001959655,141,95,46,8.223684210526315,14973
1640001959656,141,96,45,8.138020833333334,14218
1640001959656,131,86,45,9.084302325581396,13241
1640001959657,145,100,45,7.8125,14737
1640001959657,121,78,43,10.01602564102564,14625
1640001959658,137,90,47,8.680555555555555,17914
1640001959658,129,88,41,8.87784090909091,14002
1640001959659,114,73,41,10.70205479452055,14685
1640001959659,131,86,45,9.084302325581396,17815
