time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640002214793,783,735,48,10.629251700680273,10722
1640002214796,633,587,46,13.309199318568997,20510
1640002214796,806,761,45,10.266097240473062,20510
1640002214797,990,945,45,8.267195767195767,14291
1640002214798,865,821,44,9.515834348355664,19638
1640002214798,827,773,54,10.10672703751617,19351
1640002214799,1055,1010,45,7.735148514851485,14074
1640002214800,780,734,46,10.643732970027248,18596
1640002214800,749,706,43,11.06586402266289,8599
1640002214801,600,555,45,14.076576576576576,18910
1640002214802,919,869,50,8.990218642117377,20510
1640002214802,770,726,44,10.761019283746556,7055
1640002214803,719,673,46,11.608469539375928,18025
1640002214803,670,622,48,12.560289389067524,18662
1640002214804,785,739,46,10.57171853856563,20510
1640002214804,881,834,47,9.367505995203837,18199
1640002214805,912,868,44,9.00057603686636,17284
1640002214806,931,884,47,8.837669683257918,12938
1640002214806,755,710,45,11.003521126760564,20510
1640002214807,619,574,45,13.61062717770035,20510
1640002214807,685,639,46,12.226134585289515,20510
1640002214808,648,603,45,12.956053067993366,20223
1640002214808,564,516,48,15.140503875968992,20510
1640002214809,906,862,44,9.06322505800464,20510
1640002214810,856,810,46,9.645061728395062,8229
1640002214810,876,833,43,9.37875150060024,20510
1640002214811,1161,1117,44,6.994180841539839,12553
1640002214811,1022,979,43,7.980081716036772,9784
1640002214812,964,918,46,8.510348583877995,12903
1640002214812,697,650,47,12.019230769230768,15521
1640002214813,972,926,46,8.43682505399568,16834
1640002214813,977,929,48,8.409580193756728,18588
1640002214814,949,903,46,8.651716500553709,8631
1640002214815,881,836,45,9.345095693779905,10836
1640002214815,845,798,47,9.790100250626566,19548
1640002214816,1129,1081,48,7.227104532839963,16714
1640002214816,967,920,47,8.491847826086957,12572
1640002214817,1153,1107,46,7.05736224028907,11492
1640002214817,1181,1136,45,6.877200704225353,10760
1640002214818,1074,1030,44,7.584951456310679,12503
1640002214819,714,671,43,11.643070044709388,17494
1640002214819,893,848,45,9.212853773584905,18688
1640002214820,865,820,45,9.527439024390244,7843
1640002214820,738,697,41,11.208751793400287,18216
1640002214821,944,899,45,8.690211345939932,15362
1640002214821,838,791,47,9.876738305941846,15964
1640002214822,801,755,46,10.347682119205299,18202
1640002214822,772,723,49,10.80567081604426,19785
1640002214823,933,886,47,8.817720090293454,17484
1640002214824,714,665,49,11.748120300751879,17272
1640002214824,823,777,46,10.054697554697555,18601
1640002214825,868,821,47,9.515834348355664,17058
1640002214825,991,944,47,8.275953389830509,17759
1640002214826,736,689,47,11.3388969521045,16725
1640002214826,793,743,50,10.514804845222073,18052
1640002214827,926,882,44,8.857709750566894,17414
1640002214827,913,867,46,9.010957324106114,12267
1640002214828,834,786,48,9.939567430025445,17529
1640002214828,639,591,48,13.219120135363791,16392
1640002214829,600,553,47,14.127486437613019,19279
1640002214830,801,753,48,10.375166002656043,20510
1640002214830,586,542,44,14.41420664206642,19133
1640002214831,605,562,43,13.901245551601422,16006
1640002214831,563,518,45,15.082046332046332,20510
1640002214832,676,632,44,12.361550632911392,20510
1640002214832,619,573,46,13.634380453752183,20510
1640002214833,844,800,44,9.765625,20510
1640002214833,597,553,44,14.127486437613019,18522
1640002214834,580,537,43,14.548417132216015,20510
1640002214834,684,636,48,12.28380503144654,20510
1640002214835,553,509,44,15.348722986247544,20510
1640002214836,679,633,46,12.342022116903633,20510
1640002214836,772,723,49,10.80567081604426,20510
1640002214837,697,654,43,11.94571865443425,20510
1640002214837,784,738,46,10.586043360433605,20510
1640002214838,662,612,50,12.765522875816993,15488
1640002214838,750,698,52,11.192693409742121,19021
1640002214839,711,664,47,11.765813253012048,20510
1640002214839,860,810,50,9.645061728395062,20180
1640002214840,1042,995,47,7.851758793969849,6640
1640002214840,903,857,46,9.11610268378063,16640
1640002214841,859,812,47,9.621305418719212,16919
1640002214841,953,909,44,8.594609460946094,15137
1640002214842,742,693,49,11.273448773448774,16492
1640002214842,1134,1085,49,7.200460829493088,17882
1640002214843,1039,993,46,7.867573011077543,15665
1640002214843,761,716,45,10.911312849162012,13167
1640002214844,696,653,43,11.964012251148544,17930
1640002214845,935,891,44,8.768237934904601,20510
1640002214845,754,708,46,11.034604519774012,17548
1640002214846,579,532,47,14.685150375939848,20510
1640002214846,547,499,48,15.656312625250502,15483
1640002214847,520,472,48,16.551906779661017,20510
1640002214847,689,641,48,12.18798751950078,20510
1640002214848,554,508,46,15.378937007874015,20510
1640002214848,844,794,50,9.839420654911839,14324
1640002214849,1020,973,47,8.02929085303186,14265
1640002214849,739,696,43,11.22485632183908,9941
1640002214850,610,559,51,13.975849731663684,20510
