time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640004116330,756,1013,-257,7.712240868706812,15832
1640004116333,1010,1268,-258,6.1612776025236595,20510
1640004116334,958,1213,-255,6.4406430338004945,17209
1640004116335,1343,1596,-253,4.895050125313283,13953
1640004116336,876,1133,-257,6.89541041482789,7561
1640004116336,897,1152,-255,6.781684027777779,15521
1640004116337,705,960,-255,8.138020833333334,11783
1640004116338,668,922,-254,8.473427331887201,20510
1640004116338,1094,1350,-256,5.787037037037036,20510
1640004116339,867,1124,-257,6.950622775800711,20510
1640004116339,760,1015,-255,7.69704433497537,18451
1640004116340,818,1070,-252,7.3014018691588785,20453
1640004116341,798,1054,-256,7.412239089184061,20510
1640004116341,939,1190,-251,6.565126050420169,16047
1640004116342,645,902,-257,8.66130820399113,16502
1640004116342,800,1059,-259,7.37724268177526,19460
1640004116343,760,1016,-256,7.689468503937007,13240
1640004116344,644,899,-255,8.690211345939932,19159
1640004116344,684,936,-252,8.346688034188034,20510
1640004116345,593,850,-257,9.191176470588236,13823
1640004116345,659,913,-254,8.55695509309967,20510
1640004116346,569,821,-252,9.515834348355664,18966
1640004116347,658,908,-250,8.60407488986784,20510
1640004116348,640,892,-252,8.758408071748878,19153
1640004116348,624,878,-254,8.898063781321184,20510
1640004116349,726,981,-255,7.9638124362895,20510
1640004116349,649,905,-256,8.632596685082873,19923
1640004116350,626,883,-257,8.847678369195924,20510
1640004116351,684,938,-254,8.328891257995735,20510
1640004116351,775,1028,-253,7.599708171206226,20510
1640004116352,817,1070,-253,7.3014018691588785,20510
1640004116352,740,993,-253,7.867573011077543,18897
1640004116353,816,1073,-257,7.28098788443616,14784
1640004116354,868,1120,-252,6.975446428571428,16957
1640004116354,637,890,-253,8.77808988764045,20510
1640004116355,715,969,-254,8.062435500515996,20510
1640004116355,706,961,-255,8.12955254942768,20510
1640004116356,886,1137,-251,6.871152154793315,20510
1640004116356,678,935,-257,8.355614973262032,20510
1640004116357,614,866,-252,9.02136258660508,20510
1640004116357,659,914,-255,8.547592997811815,20510
1640004116358,712,964,-252,8.104253112033195,20250
1640004116359,974,1227,-253,6.367155664221678,20510
1640004116359,593,848,-255,9.212853773584905,20510
1640004116360,677,932,-255,8.382510729613733,20510
1640004116360,840,1093,-253,7.147758462946021,20510
1640004116361,1019,1273,-254,6.1370777690494895,11805
1640004116361,901,1153,-252,6.77580225498699,15419
1640004116362,979,1233,-254,6.336171938361719,16320
1640004116362,926,1183,-257,6.603972950126796,13615
1640004116363,648,900,-252,8.680555555555555,19677
1640004116364,706,963,-257,8.112668743509865,8624
1640004116364,582,840,-258,9.300595238095239,20510
1640004116365,679,932,-253,8.382510729613733,19007
1640004116365,709,962,-253,8.121101871101871,20510
1640004116366,814,1070,-256,7.3014018691588785,14976
1640004116366,759,1015,-256,7.69704433497537,18342
1640004116367,642,892,-250,8.758408071748878,16678
1640004116367,633,889,-256,8.787964004499438,20510
1640004116368,722,975,-253,8.012820512820513,14944
1640004116369,744,997,-253,7.836008024072217,17927
1640004116369,643,894,-251,8.738814317673379,17348
1640004116370,630,884,-254,8.837669683257918,20510
1640004116370,673,926,-253,8.43682505399568,20510
1640004116371,655,905,-250,8.632596685082873,20510
1640004116371,612,865,-253,9.031791907514451,20510
1640004116372,601,855,-254,9.137426900584796,20510
1640004116373,620,873,-253,8.949026345933563,20510
1640004116373,567,822,-255,9.504257907542579,15708
1640004116374,677,930,-253,8.400537634408602,20510
1640004116374,686,937,-251,8.33778014941302,20510
1640004116375,666,916,-250,8.528930131004367,20510
1640004116375,601,854,-253,9.148126463700235,20510
1640004116376,468,721,-253,10.835644937586686,20510
1640004116376,517,772,-255,10.119818652849741,20510
1640004116377,533,783,-250,9.97765006385696,20510
1640004116378,542,793,-251,9.851828499369482,20510
1640004116378,496,745,-249,10.486577181208053,20510
1640004116379,637,887,-250,8.807779030439685,20510
1640004116379,519,774,-255,10.093669250645995,18357
1640004116380,502,751,-249,10.402796271637817,20510
1640004116380,507,762,-255,10.25262467191601,20510
1640004116381,540,795,-255,9.827044025157232,20510
1640004116381,639,892,-253,8.758408071748878,20510
1640004116382,540,794,-254,9.839420654911839,20510
1640004116382,457,708,-251,11.034604519774012,20200
1640004116383,504,756,-252,10.333994708994709,20510
1640004116383,524,775,-251,10.080645161290322,20510
1640004116384,742,994,-252,7.859657947686117,20510
1640004116385,533,788,-255,9.914340101522843,19181
1640004116385,617,869,-252,8.990218642117377,20510
1640004116386,598,848,-250,9.212853773584905,19794
1640004116386,615,867,-252,9.010957324106114,20510
1640004116387,647,900,-253,8.680555555555555,20510
1640004116388,574,829,-255,9.42400482509047,17562
1640004116388,626,879,-253,8.887940841865756,20510
1640004116389,567,820,-253,9.527439024390244,17109
1640004116389,534,788,-254,9.914340101522843,20510
1640004116390,584,833,-249,9.37875150060024,20510
