time,overallLatency,uplinkLatency,downlinkLatency,goodput
1640002011228,202,161,41,9.70496894409938,20510
1640002011232,291,242,49,6.456611570247934,16388
1640002011232,230,188,42,8.311170212765957,8750
1640002011233,180,134,46,11.66044776119403,13981
1640002011234,333,289,44,5.406574394463668,18035
1640002011234,157,112,45,13.950892857142858,6724
1640002011235,222,180,42,8.680555555555555,18136
1640002011235,226,181,45,8.632596685082873,18734
1640002011236,251,206,45,7.58495145631068,12232
1640002011237,207,166,41,9.412650602409638,10977
1640002011238,160,115,45,13.586956521739129,16781
1640002011239,162,118,44,13.241525423728815,18762
1640002011240,390,348,42,4.489942528735632,20510
1640002011241,259,218,41,7.16743119266055,19845
1640002011242,343,297,46,5.260942760942761,16558
1640002011242,295,249,46,6.275100401606426,20477
1640002011243,276,233,43,6.706008583690987,15389
1640002011244,221,178,43,8.77808988764045,13723
1640002011245,178,131,47,11.927480916030534,15935
1640002011246,150,103,47,15.16990291262136,20510
1640002011247,165,122,43,12.807377049180328,20510
1640002011248,245,202,43,7.735148514851485,20510
1640002011249,270,225,45,6.944444444444445,12787
1640002011250,187,141,46,11.081560283687944,15767
1640002011251,145,99,46,15.782828282828282,20510
1640002011252,154,108,46,14.467592592592593,20510
1640002011252,176,130,46,12.019230769230768,20510
1640002011253,169,123,46,12.703252032520325,15614
1640002011254,158,113,45,13.827433628318584,18815
1640002011254,174,129,45,12.112403100775193,18740
1640002011255,162,118,44,13.241525423728815,19430
1640002011255,214,172,42,9.084302325581396,18192
1640002011256,201,156,45,10.01602564102564,10032
1640002011257,204,162,42,9.645061728395062,15721
1640002011257,188,142,46,11.003521126760564,13748
1640002011258,189,144,45,10.850694444444445,16766
1640002011258,195,148,47,10.557432432432433,18579
1640002011259,224,176,48,8.87784090909091,15310
1640002011260,210,170,40,9.191176470588236,12857
1640002011260,241,197,44,7.931472081218274,16021
1640002011261,248,209,39,7.476076555023924,15548
1640002011261,195,149,46,10.486577181208053,10855
1640002011262,232,188,44,8.311170212765957,15138
1640002011262,197,152,45,10.279605263157896,11659
1640002011263,191,148,43,10.557432432432433,17984
1640002011263,178,133,45,11.748120300751879,19480
1640002011264,172,124,48,12.600806451612904,19401
1640002011265,154,107,47,14.602803738317757,20510
1640002011265,176,131,45,11.927480916030534,20510
1640002011266,163,123,40,12.703252032520325,19908
1640002011266,145,100,45,15.625,20510
1640002011267,162,115,47,13.586956521739129,20510
1640002011267,177,136,41,11.488970588235293,20510
1640002011268,155,112,43,13.950892857142858,20510
1640002011268,193,150,43,10.416666666666668,20510
1640002011269,172,126,46,12.40079365079365,20233
1640002011269,277,235,42,6.6489361702127665,20510
1640002011270,270,227,43,6.883259911894273,11134
1640002011271,197,151,46,10.347682119205299,12992
1640002011271,183,138,45,11.322463768115941,17370
1640002011272,173,117,56,13.354700854700853,16073
1640002011272,201,159,42,9.827044025157232,18190
1640002011273,173,130,43,12.019230769230768,19623
1640002011273,183,139,44,11.241007194244604,19656
1640002011274,183,137,46,11.405109489051094,18053
1640002011274,181,140,41,11.160714285714285,19138
1640002011275,177,131,46,11.927480916030534,17507
1640002011275,192,150,42,10.416666666666668,18555
1640002011276,198,150,48,10.416666666666668,14410
1640002011276,191,149,42,10.486577181208053,18310
1640002011277,209,168,41,9.300595238095237,15939
1640002011277,234,186,48,8.400537634408602,13796
1640002011278,199,155,44,10.080645161290322,15271
1640002011278,168,124,44,12.600806451612904,18511
1640002011279,162,117,45,13.354700854700853,20341
1640002011279,172,125,47,12.5,17087
1640002011280,153,110,43,14.204545454545455,18156
1640002011280,155,115,40,13.586956521739129,19656
1640002011281,156,111,45,14.076576576576576,20510
1640002011281,151,110,41,14.204545454545455,20510
1640002011282,144,99,45,15.782828282828282,20510
1640002011282,159,113,46,13.827433628318584,20510
1640002011283,165,124,41,12.600806451612904,20510
1640002011283,151,107,44,14.602803738317757,16563
1640002011284,169,126,43,12.40079365079365,20510
1640002011285,175,129,46,12.112403100775193,17897
1640002011285,215,171,44,9.137426900584794,17708
1640002011286,163,119,44,13.130252100840337,18036
1640002011286,186,141,45,11.081560283687944,20504
1640002011287,174,130,44,12.019230769230768,17865
1640002011288,227,186,41,8.400537634408602,16074
1640002011288,203,160,43,9.765625,14572
1640002011289,203,157,46,9.952229299363058,11500
1640002011289,216,172,44,9.084302325581396,18735
1640002011290,216,172,44,9.084302325581396,15921
1640002011290,275,228,47,6.853070175438596,14485
1640002011291,274,229,45,6.823144104803493,12330
1640002011292,221,178,43,8.77808988764045,16515
1640002011292,208,161,47,9.70496894409938,17386
